"","Cast.Ballot","Represented","Close.To.Party","Contacted","log.Magnitude","Age","Age.Squared.by.100","Male","Education","Married","Union.Member","Household.Income","Rural","Small.Town","Suburb","White.Collar","Worker","Hakka","MinNan","Mainlander"
"60996",1,0,0,1,1.38629436111989,58,33.64,1,6,1,0,5,0,0,1,1,0,0,1,0
"60997",1,0,1,1,1.38629436111989,27,7.29,0,7,1,0,5,0,0,1,1,0,0,1,0
"60998",1,0,1,1,1.38629436111989,26,6.76,1,7,0,0,1,0,0,1,NA,NA,0,1,0
"60999",1,0,0,0,1.38629436111989,56,31.36,0,3,1,0,1,0,0,1,NA,NA,0,1,0
"61000",1,0,0,1,1.38629436111989,34,11.56,1,7,1,0,3,0,0,1,1,0,0,0,1
"61001",1,NA,1,1,1.38629436111989,56,31.36,1,3,1,0,2,0,0,1,0,1,0,1,0
"61002",1,1,1,1,1.38629436111989,40,16,0,5,1,1,4,0,0,1,0,1,0,1,0
"61003",0,0,0,1,2.19722457733622,21,4.41,1,7,0,0,NA,0,0,1,NA,NA,0,1,0
"61004",1,0,1,1,2.19722457733622,46,21.16,1,5,1,1,5,0,0,1,1,0,1,0,0
"61005",1,NA,1,1,2.19722457733622,25,6.25,0,7,0,0,NA,0,0,1,1,0,0,1,0
"61006",1,1,1,1,2.30258509299405,53,28.09,1,8,1,1,4,0,0,0,1,0,0,1,0
"61007",1,0,0,1,2.30258509299405,59,34.81,0,6,1,0,1,0,0,0,NA,NA,1,0,0
"61008",1,1,1,0,1.94591014905531,47,22.09,0,6,1,0,1,0,0,1,NA,NA,0,1,0
"61009",1,0,1,1,1.38629436111989,36,12.96,1,6,0,0,2,0,1,0,1,0,0,1,0
"61010",1,0,0,1,1.38629436111989,27,7.29,1,8,0,0,3,0,1,0,1,0,0,1,0
"61011",1,0,0,1,1.70474809223843,51,26.01,0,6,1,0,NA,0,0,0,1,0,0,1,0
"61012",0,0,0,1,1.70474809223843,30,9,1,6,1,0,3,0,0,0,0,1,0,1,0
"61013",0,0,1,0,1.79175946922805,21,4.41,0,7,0,0,1,0,0,1,NA,NA,0,1,0
"61014",1,1,1,1,2.30258509299405,66,43.56,1,8,1,0,2,0,0,0,1,0,0,1,0
"61015",1,NA,0,1,2.19722457733622,58,33.64,1,3,1,0,3,0,0,1,NA,NA,0,1,0
"61016",1,0,0,0,2.19722457733622,57,32.49,0,3,1,0,3,0,0,1,1,0,0,1,0
"61017",1,NA,0,1,2.56494935746154,42,17.64,0,6,1,0,4,0,0,1,1,0,1,0,0
"61018",0,NA,NA,NA,2.30258509299405,81,65.61,0,1,1,0,NA,0,0,0,NA,NA,0,0,0
"61019",1,1,1,1,2.56494935746154,51,26.01,0,7,1,1,4,0,0,1,NA,NA,0,0,1
"61020",0,1,1,0,2.56494935746154,26,6.76,1,8,0,0,5,0,0,1,1,0,0,1,0
"61021",1,0,0,1,2.56494935746154,48,23.04,0,3,1,0,1,0,0,1,1,0,1,0,0
"61022",1,0,1,1,2.56494935746154,79,62.41,0,1,1,0,NA,0,0,1,NA,NA,1,0,0
"61023",1,1,1,1,2.56494935746154,43,18.49,0,3,1,0,1,0,0,1,1,0,1,0,0
"61024",1,1,1,0,2.56494935746154,31,9.61,1,7,1,0,NA,0,0,1,1,0,1,0,0
"61025",0,NA,NA,1,2.56494935746154,31,9.61,0,6,0,0,NA,0,0,1,NA,NA,0,1,0
"61026",1,1,0,1,2.19722457733622,65,42.25,1,3,1,1,2,0,0,1,NA,NA,0,1,0
"61027",1,1,1,0,2.19722457733622,38,14.44,0,3,1,0,2,0,0,1,NA,NA,0,1,0
"61028",1,1,1,1,1.09861228866811,34,11.56,0,1,0,0,1,0,0,1,NA,NA,0,1,0
"61029",1,0,1,1,2.07944154167984,34,11.56,1,8,1,1,5,1,0,0,1,0,0,1,0
"61030",0,0,0,0,2.39789527279837,63,39.69,0,3,0,0,1,1,0,0,NA,NA,0,1,0
"61031",1,1,1,1,2.07944154167984,50,25,0,2,1,1,3,0,0,1,0,1,0,1,0
"61032",0,1,NA,0,1.38629436111989,27,7.29,0,6,1,0,NA,0,1,0,1,0,0,0,1
"61033",1,1,0,1,0,53,28.09,1,3,1,1,1,0,0,1,0,0,0,0,0
"61034",1,0,0,1,1.38629436111989,71,50.41,1,5,1,1,NA,0,1,0,NA,NA,0,1,0
"61035",1,NA,0,0,1.38629436111989,47,22.09,0,3,1,0,NA,0,1,0,0,1,0,1,0
"61036",1,1,1,1,1.38629436111989,30,9,1,6,1,0,3,0,1,0,1,0,0,1,0
"61037",1,0,1,1,1.38629436111989,38,14.44,0,5,1,0,2,0,1,0,NA,NA,0,1,0
"61038",1,0,0,1,1.38629436111989,54,29.16,1,3,1,0,1,0,1,0,0,0,0,1,0
"61039",0,1,0,1,1.38629436111989,74,54.76,1,2,1,0,1,0,1,0,NA,NA,0,0,1
"61040",0,1,0,1,1.38629436111989,35,12.25,1,6,1,0,2,0,1,0,0,1,0,1,0
"61041",1,0,1,1,1.38629436111989,47,22.09,1,7,1,1,3,0,1,0,1,0,0,1,0
"61042",0,0,0,1,1.09861228866811,22,4.84,1,7,0,0,NA,0,0,1,NA,NA,0,1,0
"61043",1,1,1,1,1.09861228866811,29,8.41,0,6,0,0,2,0,0,1,1,0,0,0,1
"61044",1,0,0,0,1.70474809223843,46,21.16,1,6,1,0,2,0,0,0,0,1,0,1,0
"61045",1,0,0,1,2.07944154167984,59,34.81,1,1,1,0,1,1,0,0,0,0,0,1,0
"61046",1,1,0,1,2.07944154167984,22,4.84,0,7,0,0,4,1,0,0,1,0,0,1,0
"61047",1,0,0,1,2.19722457733622,32,10.24,0,6,1,0,NA,0,0,1,1,0,0,1,0
"61048",1,0,0,1,1.38629436111989,61,37.21,0,1,1,1,NA,0,0,1,NA,NA,0,1,0
"61049",1,1,1,1,2.30258509299405,41,16.81,1,5,1,1,2,0,0,0,0,1,0,1,0
"61050",0,NA,1,1,1.09861228866811,41,16.81,1,1,1,1,3,0,0,1,0,1,0,1,0
"61051",1,0,0,1,1.94591014905531,45,20.25,1,7,1,0,2,0,0,1,1,0,0,1,0
"61052",1,1,1,0,1.94591014905531,22,4.84,0,6,0,0,3,0,0,1,NA,NA,0,1,0
"61053",1,0,0,1,1.94591014905531,62,38.44,0,3,1,0,2,0,0,1,1,0,0,1,0
"61054",1,0,0,1,2.19722457733622,42,17.64,0,6,1,1,4,0,0,1,1,0,0,0,1
"61055",1,0,0,1,2.30258509299405,39,15.21,1,8,0,0,4,0,0,1,1,0,0,1,0
"61056",1,0,0,0,2.30258509299405,68,46.24,0,6,1,0,1,0,0,0,NA,NA,0,0,1
"61057",1,0,1,1,1.70474809223843,49,24.01,0,6,1,1,5,0,0,0,1,0,0,1,0
"61058",1,1,1,1,1.70474809223843,48,23.04,0,8,1,0,5,0,0,0,1,0,0,0,1
"61059",0,0,1,1,2.19722457733622,30,9,1,8,1,0,NA,0,0,1,1,0,0,1,0
"61060",0,0,1,0,2.30258509299405,25,6.25,0,7,0,0,5,0,0,0,1,0,1,0,0
"61061",1,0,0,1,1.09861228866811,39,15.21,1,8,1,0,3,0,0,1,1,0,0,1,0
"61062",1,0,1,1,1.09861228866811,32,10.24,0,7,1,0,5,0,0,1,1,0,0,1,0
"61063",1,0,0,0,2.19722457733622,34,11.56,0,7,1,0,NA,0,0,1,1,0,0,0,1
"61064",1,NA,0,0,1.70474809223843,74,54.76,1,1,1,0,NA,0,0,0,NA,NA,0,0,1
"61065",1,1,0,0,2.30258509299405,53,28.09,1,7,1,1,NA,0,0,0,1,0,0,1,0
"61066",1,NA,0,1,2.30258509299405,52,27.04,0,6,1,0,3,0,0,0,NA,NA,0,1,0
"61067",1,NA,0,1,2.19722457733622,58,33.64,1,3,1,0,NA,1,0,0,NA,NA,0,1,0
"61068",1,0,0,1,2.19722457733622,40,16,0,7,0,0,5,0,1,0,1,0,0,1,0
"61069",1,0,NA,0,1.38629436111989,21,4.41,1,5,0,0,NA,0,1,0,0,0,0,1,0
"61070",1,0,0,1,1.38629436111989,39,15.21,1,7,0,0,2,0,1,0,1,0,0,1,0
"61071",1,0,1,1,2.39789527279837,22,4.84,1,7,0,0,NA,1,0,0,1,0,0,1,0
"61072",1,0,1,1,1.70474809223843,40,16,1,6,1,1,3,0,0,0,1,0,0,1,0
"61073",1,0,0,0,0,43,18.49,0,3,1,0,NA,0,0,1,1,0,0,1,0
"61074",1,0,0,1,2.39789527279837,32,10.24,1,6,1,0,4,1,0,0,NA,NA,0,1,0
"61075",1,1,1,1,2.19722457733622,21,4.41,0,7,0,0,4,0,0,1,NA,NA,1,0,0
"61076",1,1,0,1,1.38629436111989,45,20.25,1,6,1,0,1,0,1,0,0,0,0,1,0
"61077",1,1,1,1,1.94591014905531,67,44.89,0,3,1,0,2,0,0,1,NA,NA,0,1,0
"61078",0,0,0,1,1.09861228866811,26,6.76,1,5,0,1,4,0,0,1,0,1,0,1,0
"61079",1,NA,1,1,1.09861228866811,43,18.49,1,5,1,1,NA,1,0,0,1,0,1,0,0
"61080",1,0,1,1,1.70474809223843,44,19.36,0,7,1,0,4,0,0,0,NA,NA,0,0,1
"61081",1,0,0,1,2.30258509299405,36,12.96,1,6,1,0,2,1,0,0,1,0,0,1,0
"61082",1,0,0,0,2.30258509299405,28,7.84,0,6,1,0,NA,1,0,0,1,0,0,1,0
"61083",1,0,0,1,2.30258509299405,39,15.21,1,6,1,1,1,1,0,0,0,1,0,1,0
"61084",1,NA,1,1,1.70474809223843,41,16.81,0,6,1,NA,NA,0,0,0,1,0,0,1,0
"61085",1,1,0,1,1.79175946922805,69,47.61,0,6,0,1,NA,0,0,1,NA,NA,0,0,1
"61086",1,1,1,1,1.79175946922805,48,23.04,1,7,1,1,1,0,0,1,1,0,0,1,0
"61087",1,0,0,0,1.79175946922805,52,27.04,0,3,1,0,1,0,0,1,0,1,0,1,0
"61088",1,0,0,0,1.79175946922805,45,20.25,1,3,0,0,1,0,0,1,1,0,0,1,0
"61089",1,0,0,1,1.79175946922805,43,18.49,1,3,1,0,2,0,0,1,1,0,0,1,0
"61090",1,0,0,1,1.09861228866811,39,15.21,0,7,1,0,2,1,0,0,1,0,0,1,0
"61091",1,1,1,1,2.19722457733622,43,18.49,1,6,1,0,2,0,0,1,0,1,0,1,0
"61092",1,NA,1,1,1.70474809223843,59,34.81,0,1,1,0,NA,0,0,0,NA,NA,0,1,0
"61093",0,0,0,1,2.19722457733622,27,7.29,1,7,1,0,5,0,1,0,1,0,0,1,0
"61094",1,0,0,1,2.19722457733622,34,11.56,0,6,1,0,2,0,1,0,1,0,0,1,0
"61095",1,0,1,1,2.19722457733622,39,15.21,0,7,1,0,3,0,1,0,1,0,0,0,1
"61096",0,0,0,1,2.19722457733622,26,6.76,0,8,0,0,4,0,1,0,1,0,0,1,0
"61097",1,0,0,0,2.19722457733622,23,5.29,0,6,0,0,NA,0,1,0,0,1,0,1,0
"61098",1,NA,0,1,2.19722457733622,52,27.04,0,8,1,0,5,0,1,0,1,0,0,1,0
"61099",1,1,0,1,2.19722457733622,39,15.21,0,5,1,0,2,0,1,0,1,0,0,1,0
"61100",1,0,0,1,2.19722457733622,21,4.41,1,6,0,1,NA,0,1,0,1,0,0,1,0
"61101",1,0,0,1,2.19722457733622,22,4.84,0,6,1,0,NA,0,1,0,1,0,0,1,0
"61102",0,0,0,1,2.19722457733622,35,12.25,0,4,1,1,1,0,1,0,NA,NA,0,1,0
"61103",1,1,1,1,2.19722457733622,53,28.09,1,3,1,0,4,0,1,0,1,0,0,1,0
"61104",1,NA,0,1,2.19722457733622,38,14.44,0,6,1,0,2,0,1,0,0,1,0,1,0
"61105",1,0,0,1,2.19722457733622,36,12.96,1,5,1,0,3,0,1,0,0,1,0,1,0
"61106",1,0,1,1,2.19722457733622,41,16.81,0,6,1,0,3,0,1,0,1,0,0,0,1
"61107",1,NA,0,1,2.39789527279837,25,6.25,0,7,0,0,3,1,0,0,1,0,0,1,0
"61108",0,0,0,0,2.39789527279837,32,10.24,0,7,1,0,5,1,0,0,NA,NA,0,1,0
"61109",0,0,1,1,2.39789527279837,31,9.61,0,6,1,0,1,1,0,0,1,0,0,1,0
"61110",1,0,0,0,2.39789527279837,37,13.69,1,6,1,1,1,1,0,0,NA,NA,0,1,0
"61111",0,NA,0,0,2.39789527279837,69,47.61,0,2,1,0,1,1,0,0,NA,NA,0,1,0
"61112",0,0,0,1,2.39789527279837,37,13.69,0,3,1,0,2,1,0,0,0,1,0,1,0
"61113",1,0,0,1,2.19722457733622,36,12.96,1,6,0,0,NA,0,0,1,NA,NA,0,1,0
"61114",1,0,0,1,1.09861228866811,40,16,0,6,0,0,2,0,0,1,1,0,0,1,0
"61115",1,0,0,1,0.693147180559945,42,17.64,1,8,1,0,5,0,0,1,1,0,0,1,0
"61116",1,0,NA,1,0.693147180559945,67,44.89,0,1,1,0,1,0,0,1,NA,NA,0,1,0
"61117",0,1,1,0,2.30258509299405,48,23.04,0,6,0,0,1,0,0,0,1,0,0,0,1
"61118",1,0,1,0,2.30258509299405,56,31.36,0,6,1,0,4,0,0,0,NA,NA,0,1,0
"61119",1,1,1,1,2.30258509299405,75,56.25,1,6,0,0,1,0,0,0,NA,NA,0,0,1
"61120",1,0,0,1,1.09861228866811,46,21.16,0,6,0,1,5,0,0,1,1,0,0,1,0
"61121",1,NA,0,1,0.693147180559945,57,32.49,1,6,0,0,NA,1,0,0,1,0,1,0,0
"61122",0,1,0,1,0.693147180559945,27,7.29,1,6,0,0,NA,1,0,0,1,0,0,1,0
"61123",0,0,NA,1,0.693147180559945,82,67.24,0,1,0,0,1,1,0,0,NA,NA,0,1,0
"61124",1,1,0,1,0.693147180559945,43,18.49,0,6,1,1,5,1,0,0,0,1,0,1,0
"61125",1,1,1,0,0.693147180559945,32,10.24,0,7,1,0,3,1,0,0,1,0,0,1,0
"61126",1,0,0,0,0.693147180559945,53,28.09,0,5,1,1,1,1,0,0,0,1,0,1,0
"61127",0,0,0,1,0.693147180559945,24,5.76,0,7,0,0,NA,1,0,0,1,0,0,1,0
"61128",0,NA,0,0,0.693147180559945,62,38.44,0,5,1,0,1,1,0,0,NA,NA,0,1,0
"61129",1,0,1,1,2.19722457733622,39,15.21,1,5,1,0,3,0,1,0,0,1,0,0,0
"61130",1,NA,1,0,0.693147180559945,48,23.04,0,6,1,0,3,0,0,1,1,0,0,1,0
"61131",1,0,0,1,0.693147180559945,35,12.25,1,8,1,0,5,0,0,1,1,0,0,1,0
"61132",0,NA,NA,NA,0.693147180559945,88,77.44,0,1,1,0,NA,0,0,1,NA,NA,0,1,0
"61133",0,0,0,1,0.693147180559945,28,7.84,0,7,1,0,NA,0,0,1,1,0,0,1,0
"61134",1,0,0,0,2.19722457733622,53,28.09,0,5,1,0,3,0,0,1,0,1,0,1,0
"61135",0,1,0,0,2.30258509299405,30,9,0,6,1,0,3,0,0,0,1,0,0,0,0
"61136",1,1,1,1,2.30258509299405,51,26.01,1,7,1,0,3,0,0,0,1,0,0,1,0
"61137",1,0,0,1,2.19722457733622,29,8.41,1,6,1,0,1,0,1,0,1,0,1,0,0
"61138",1,0,NA,1,2.39789527279837,72,51.84,0,1,0,0,NA,1,0,0,NA,NA,0,1,0
"61139",1,1,0,1,1.09861228866811,63,39.69,1,6,1,1,5,0,0,1,1,0,0,1,0
"61140",1,1,1,1,2.07944154167984,37,13.69,1,6,1,1,3,1,0,0,1,0,0,1,0
"61141",0,0,0,1,2.30258509299405,45,20.25,1,6,1,0,NA,0,0,0,1,0,0,1,0
"61142",1,1,1,1,2.19722457733622,42,17.64,1,7,1,1,3,0,0,1,0,1,0,0,1
"61143",1,1,1,1,0,34,11.56,1,5,1,1,4,1,0,0,0,1,0,0,1
"61144",1,0,1,1,1.94591014905531,76,57.76,1,1,1,0,1,1,0,0,NA,NA,0,0,1
"61145",1,0,0,1,2.19722457733622,45,20.25,0,5,1,1,3,0,0,1,NA,NA,0,1,0
"61146",1,1,0,1,2.19722457733622,53,28.09,0,3,1,NA,NA,0,0,1,0,1,0,1,0
"61147",1,0,0,1,2.56494935746154,40,16,1,7,0,0,NA,0,0,1,NA,NA,0,0,1
"61148",1,0,0,1,2.56494935746154,40,16,0,6,1,1,1,0,0,1,1,0,1,0,0
"61149",1,0,1,0,1.94591014905531,69,47.61,1,6,1,0,NA,0,0,1,NA,NA,0,1,0
"61150",1,1,1,1,1.94591014905531,65,42.25,0,5,1,1,NA,0,0,1,1,0,0,1,0
"61151",1,0,0,0,1.94591014905531,45,20.25,0,3,1,0,1,0,0,1,NA,NA,0,1,0
"61152",1,0,1,0,1.70474809223843,22,4.84,1,7,0,0,NA,0,0,0,NA,NA,0,1,0
"61153",1,0,1,0,2.07944154167984,24,5.76,1,5,0,0,4,1,0,0,0,1,0,1,0
"61154",1,0,0,1,1.09861228866811,40,16,1,6,1,0,1,1,0,0,0,1,1,0,0
"61155",1,1,0,1,1.94591014905531,47,22.09,0,3,1,1,1,0,0,1,1,0,0,1,0
"61156",1,1,0,0,2.30258509299405,35,12.25,0,8,1,1,4,0,0,0,1,0,0,1,0
"61157",1,0,0,0,2.39789527279837,70,49,1,5,1,0,1,1,0,0,NA,NA,0,1,0
"61158",0,1,1,1,2.30258509299405,51,26.01,1,5,1,0,2,0,0,0,1,0,0,1,0
"61159",0,NA,0,0,2.30258509299405,34,11.56,0,5,1,0,5,0,0,0,NA,NA,0,1,0
"61160",1,0,1,1,2.19722457733622,39,15.21,0,6,0,0,1,0,0,1,0,1,0,1,0
"61161",0,0,0,1,2.19722457733622,24,5.76,1,6,0,1,3,0,0,1,0,1,0,1,0
"61162",1,0,0,1,2.30258509299405,38,14.44,1,6,1,0,3,0,0,0,1,0,0,1,0
"61163",1,1,1,0,2.30258509299405,29,8.41,0,8,0,0,NA,0,0,0,1,0,0,1,0
"61164",0,0,0,1,2.07944154167984,30,9,0,6,0,0,5,1,0,0,1,0,0,1,0
"61165",1,NA,1,1,2.07944154167984,55,30.25,0,3,1,1,1,1,0,0,1,0,0,1,0
"61166",1,NA,0,1,2.07944154167984,51,26.01,1,5,1,1,NA,1,0,0,0,0,0,1,0
"61167",1,0,0,1,2.07944154167984,47,22.09,0,3,1,0,3,1,0,0,0,0,0,1,0
"61168",1,NA,0,0,2.07944154167984,73,53.29,0,1,1,0,4,1,0,0,NA,NA,0,1,0
"61169",0,0,0,0,2.07944154167984,39,15.21,1,5,1,0,NA,1,0,0,0,1,0,1,0
"61170",1,0,0,1,0,81,65.61,0,1,1,0,1,0,0,1,NA,NA,0,1,0
"61171",1,0,0,1,0.693147180559945,29,8.41,0,6,1,0,2,0,0,1,1,0,0,1,0
"61172",1,0,1,1,1.38629436111989,41,16.81,0,6,1,0,3,0,0,1,1,0,0,0,1
"61173",1,1,1,1,0,79,62.41,1,2,1,0,1,0,0,1,NA,NA,0,0,1
"61174",1,NA,NA,1,0,54,29.16,0,4,1,0,3,0,0,1,NA,NA,0,1,0
"61175",0,NA,0,1,1.79175946922805,29,8.41,0,7,1,0,4,0,0,1,1,0,0,1,0
"61176",1,0,0,0,1.38629436111989,34,11.56,1,5,1,0,3,1,0,0,0,1,0,1,0
"61177",1,1,1,1,2.30258509299405,22,4.84,0,7,0,0,4,0,0,0,NA,NA,0,1,0
"61178",1,0,1,0,2.30258509299405,44,19.36,0,7,1,0,4,0,0,0,NA,NA,0,0,1
"61179",1,0,0,1,2.07944154167984,39,15.21,0,7,1,1,3,0,0,1,1,0,0,0,1
"61180",1,0,0,1,2.19722457733622,60,36,1,1,1,0,NA,0,1,0,1,0,0,1,0
"61181",0,NA,0,0,2.07944154167984,62,38.44,0,2,1,0,NA,0,0,1,NA,NA,0,1,0
"61182",1,1,1,NA,2.07944154167984,31,9.61,1,6,1,0,1,1,0,0,1,0,0,1,0
"61183",1,0,0,1,1.09861228866811,43,18.49,0,4,1,0,3,0,0,1,NA,NA,0,1,0
"61184",1,0,0,1,1.09861228866811,51,26.01,1,3,1,1,3,0,0,1,NA,NA,0,1,0
"61185",1,NA,0,1,2.30258509299405,43,18.49,1,8,1,1,5,0,0,0,1,0,0,0,1
"61186",1,1,0,0,2.19722457733622,40,16,0,6,1,0,2,0,0,1,1,0,0,1,0
"61187",1,1,1,1,2.30258509299405,45,20.25,0,3,1,1,2,0,0,0,NA,NA,0,1,0
"61188",1,0,0,0,2.19722457733622,66,43.56,0,1,1,0,NA,1,0,0,0,0,0,1,0
"61189",1,0,0,1,2.19722457733622,48,23.04,0,3,1,0,NA,0,0,1,0,1,1,0,0
"61190",1,1,0,1,2.19722457733622,46,21.16,1,7,1,1,5,0,0,1,1,0,0,1,0
"61191",1,0,1,1,2.19722457733622,21,4.41,1,7,0,NA,2,0,0,1,NA,NA,0,1,0
"61192",1,0,0,1,2.19722457733622,47,22.09,0,6,1,0,2,0,0,1,NA,NA,0,1,0
"61193",0,NA,1,1,0,40,16,0,6,1,1,3,0,0,1,1,0,1,0,0
"61194",1,NA,1,0,2.30258509299405,26,6.76,1,6,0,0,NA,0,0,0,1,0,0,0,1
"61195",1,1,1,1,2.30258509299405,60,36,1,3,1,1,NA,0,0,0,NA,NA,0,1,0
"61196",1,0,0,1,0,29,8.41,1,6,1,0,1,0,0,1,0,0,0,0,0
"61197",1,NA,0,1,0,36,12.96,1,6,1,1,3,0,0,1,0,1,0,1,0
"61198",0,1,1,0,0,69,47.61,1,4,1,1,NA,0,0,1,0,1,0,0,0
"61199",1,NA,0,1,0,46,21.16,0,2,1,0,1,0,0,1,NA,NA,0,0,0
"61200",0,1,0,0,1.09861228866811,51,26.01,1,6,1,0,4,0,0,1,1,0,1,0,0
"61201",1,0,1,1,2.56494935746154,31,9.61,0,7,1,0,2,0,0,1,NA,NA,0,1,0
"61202",1,NA,0,1,2.07944154167984,63,39.69,1,3,1,0,NA,0,0,1,NA,NA,0,1,0
"61203",1,0,0,0,0.693147180559945,21,4.41,1,6,0,0,NA,1,0,0,1,0,1,0,0
"61204",1,0,0,1,0.693147180559945,23,5.29,0,7,0,0,1,1,0,0,1,0,1,0,0
"61205",0,0,NA,0,2.30258509299405,33,10.89,0,6,0,0,NA,0,0,0,1,0,0,0,1
"61206",1,1,1,0,1.79175946922805,30,9,1,7,1,0,1,0,0,1,1,0,0,1,0
"61207",1,1,0,1,2.30258509299405,56,31.36,0,8,1,0,5,0,0,0,1,0,0,0,1
"61208",1,1,1,1,0,45,20.25,0,6,1,1,4,0,0,1,1,0,0,1,0
"61209",1,0,NA,0,0,22,4.84,0,7,0,0,2,0,0,1,1,0,0,1,0
"61210",1,0,1,0,2.19722457733622,41,16.81,1,5,1,0,2,0,0,1,1,0,0,1,0
"61211",1,0,1,1,2.39789527279837,45,20.25,1,7,1,1,4,1,0,0,1,0,0,1,0
"61212",1,0,0,1,1.09861228866811,43,18.49,0,3,1,1,NA,1,0,0,0,1,1,0,0
"61213",1,0,0,1,1.38629436111989,60,36,0,1,1,0,NA,0,1,0,0,0,0,1,0
"61214",1,0,NA,1,2.30258509299405,73,53.29,0,5,1,0,NA,0,0,0,NA,NA,0,1,0
"61215",1,1,1,1,2.39789527279837,39,15.21,1,7,1,0,4,1,0,0,1,0,0,1,0
"61216",1,1,1,0,2.19722457733622,44,19.36,1,5,0,0,NA,1,0,0,1,0,0,1,0
"61217",1,0,0,0,1.79175946922805,24,5.76,1,5,0,0,NA,1,0,0,NA,NA,0,1,0
"61218",1,1,1,0,1.70474809223843,51,26.01,0,3,1,0,1,0,0,0,1,0,1,0,0
"61219",1,0,0,1,1.38629436111989,22,4.84,1,5,0,0,NA,0,1,0,NA,NA,0,1,0
"61220",1,0,0,0,1.38629436111989,49,24.01,1,5,1,0,NA,0,1,0,NA,NA,0,1,0
"61221",1,0,1,0,2.30258509299405,28,7.84,0,7,0,0,5,0,0,0,1,0,0,1,0
"61222",1,0,1,1,2.30258509299405,39,15.21,1,6,1,0,NA,0,0,0,1,0,0,1,0
"61223",1,1,1,1,2.30258509299405,54,29.16,0,5,1,1,NA,0,0,0,1,0,0,1,0
"61224",1,0,0,0,0,35,12.25,1,8,1,0,3,0,0,1,1,0,0,1,0
"61225",1,1,0,0,1.09861228866811,74,54.76,1,3,0,0,NA,0,0,1,NA,NA,0,0,1
"61226",1,NA,1,1,1.09861228866811,39,15.21,1,6,1,1,NA,0,0,1,1,0,0,1,0
"61227",1,0,0,1,1.09861228866811,49,24.01,0,6,1,0,NA,0,0,1,NA,NA,0,1,0
"61228",1,0,0,1,1.09861228866811,51,26.01,0,8,1,0,NA,0,0,1,1,0,1,0,0
"61229",0,1,1,1,2.19722457733622,29,8.41,1,6,0,0,4,0,0,1,0,1,0,1,0
"61230",0,0,0,1,2.39789527279837,40,16,1,7,1,0,1,1,0,0,NA,NA,0,1,0
"61231",0,NA,1,1,2.07944154167984,21,4.41,1,7,0,0,1,1,0,0,NA,NA,0,1,0
"61232",1,1,1,1,2.30258509299405,48,23.04,1,7,1,1,4,0,0,0,1,0,0,1,0
"61233",1,1,1,1,2.19722457733622,23,5.29,1,7,0,0,NA,0,0,1,NA,NA,1,0,0
"61234",1,0,0,0,2.30258509299405,28,7.84,1,6,0,1,NA,0,0,0,1,0,0,1,0
"61235",1,1,1,1,0,45,20.25,0,3,1,1,NA,0,0,1,1,0,0,1,0
"61236",1,0,NA,0,1.38629436111989,75,56.25,1,3,1,0,1,0,1,0,0,0,0,1,0
"61237",1,1,0,0,1.38629436111989,68,46.24,1,1,1,0,NA,0,1,0,NA,NA,0,1,0
"61238",1,0,0,1,1.38629436111989,44,19.36,0,6,1,0,2,0,1,0,0,1,0,1,0
"61239",1,1,1,1,1.38629436111989,47,22.09,1,1,1,0,1,0,1,0,NA,NA,0,1,0
"61240",1,1,0,1,0.693147180559945,25,6.25,1,7,0,0,4,0,0,1,0,1,0,1,0
"61241",1,1,1,0,1.38629436111989,41,16.81,1,4,1,1,1,0,1,0,1,0,0,1,0
"61242",1,0,0,1,1.38629436111989,57,32.49,1,3,1,0,NA,0,1,0,NA,NA,1,0,0
"61243",1,1,1,1,1.38629436111989,25,6.25,0,5,0,0,NA,0,1,0,0,1,0,1,0
"61244",0,0,0,0,1.38629436111989,32,10.24,0,5,1,0,1,0,1,0,NA,NA,0,0,0
"61245",1,0,0,0,1.38629436111989,64,40.96,1,3,1,1,1,0,1,0,NA,NA,0,1,0
"61246",1,0,0,1,1.38629436111989,33,10.89,1,6,1,0,3,0,1,0,1,0,0,1,0
"61247",0,0,0,1,1.38629436111989,27,7.29,0,6,0,0,NA,0,1,0,1,0,0,1,0
"61248",0,NA,NA,0,1.38629436111989,79,62.41,1,6,1,0,NA,0,1,0,NA,NA,0,0,1
"61249",0,1,1,0,1.38629436111989,22,4.84,1,7,0,0,5,0,1,0,1,0,0,1,0
"61250",1,NA,1,1,1.38629436111989,52,27.04,0,3,1,0,2,0,1,0,1,0,0,1,0
"61251",1,1,0,1,1.38629436111989,48,23.04,0,3,1,0,3,0,1,0,1,0,1,0,0
"61252",1,1,1,0,1.38629436111989,73,53.29,1,6,0,0,1,0,1,0,NA,NA,0,0,1
"61253",0,0,0,1,1.94591014905531,31,9.61,0,5,1,0,NA,1,0,0,1,0,1,0,0
"61254",0,NA,NA,1,1.94591014905531,54,29.16,0,3,0,0,1,1,0,0,0,0,0,0,0
"61255",1,1,1,1,1.94591014905531,49,24.01,0,5,1,1,1,1,0,0,0,1,1,0,0
"61256",1,0,0,1,1.94591014905531,62,38.44,0,3,1,0,1,1,0,0,1,0,0,1,0
"61257",1,1,1,1,1.94591014905531,44,19.36,1,6,1,0,1,1,0,0,1,0,0,1,0
"61258",1,0,1,1,1.94591014905531,82,67.24,1,1,1,0,1,1,0,0,NA,NA,0,0,1
